"","lat_bin","lon_bin","geartype","fishing_hours"
"3",7.68,136.36,"trawlers",6.73444444444444
"4",7.68,136.25,"trawlers",4.72736111111111
"5",7.68,136.26,"trawlers",4.40152777777778
"6",-7.68,136.81,"trawlers",7.81222222222222
"7",7.69,136.19,"trawlers",6.50805555555556
"9",-7.63,136.94,"trawlers",5.97347222222222
"13",-7.62,136.67,"trawlers",1.7325
"15",-7.54,136.89,"trawlers",4.51611111111111
"16",-7.54,136.99,"trawlers",0.774861111111111
"17",-7.54,137,"trawlers",5.98875
"18",-7.46,137.14,"trawlers",10.1748611111111
"19",-8.2,136.69,"trawlers",6.44444444444444
"20",-8.09,136.69,"trawlers",5.415
"24",-7.72,136.87,"trawlers",6.75430555555556
"25",-7.71,136.61,"trawlers",10.9758333333333
"26",-7.7,136.64,"trawlers",5.88680555555556
"29",1.23,103.64,"purse_seines",0.8325
"50",-5.94,107.69,"trawlers",4.06958333333333
"53",-5.92,107.79,"trawlers",1.77083333333333
"54",-5.92,107.74,"trawlers",3.59027777777778
"55",-5.9,107.63,"trawlers",3.09194444444444
"56",-5.86,107.44,"trawlers",8.29972222222222
"63",-3.19,116.27,"drifting_longlines",2.66513888888889
"114",4.86,139.05,"drifting_longlines",6.62875
"115",4.97,138.97,"drifting_longlines",10.9884722222222
